workload,budget_checkpoints,policy_name,old_selection,new_selection,selection_changed,selection_jaccard,old_total_recovery_cost_ms,new_total_recovery_cost_ms,new_mean_recovery_cost_ms,new_total_recovery_gap_tokens,new_executable_hit_ratio
scalable_n8,6,Recovery-Only,W08_A32768_F01_MAIN;W08_A32768_F04_MAIN;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A16384_F01_SHALLOW,W08_A32768_F01_MAIN;W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW,False,1.0,2786.591921467334,2345.5978904000003,117.27989452000001,61440,0.8
scalable_n8,6,Workflow-Only,W08_A04096_F04_MAIN;W08_A08192_F04_MAIN;W08_A16384_F04_MAIN;W08_A32768_F04_MAIN;W08_A04096_F01_MAIN;W08_A08192_F01_MAIN,W08_A04096_F04_MAIN;W08_A08192_F04_MAIN;W08_A16384_F04_MAIN;W08_A32768_F04_MAIN;W08_A04096_F01_MAIN;W08_A08192_F01_MAIN,False,1.0,2271.9991311896592,2058.65964928,102.93298246399999,49152,0.84
scalable_n8,6,KVFlow-style,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN,False,1.0,2786.591921467334,2345.5978904000003,117.27989452000001,61440,0.8
scalable_n8,6,Marconi-style,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN,False,1.0,2786.591921467334,2345.5978904000003,117.27989452000001,61440,0.8
scalable_n8,6,Oracle,W08_A04096_F04_MAIN;W08_A08192_F04_MAIN;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_MAIN;W08_A32768_F04_MAIN,W08_A04096_F04_MAIN;W08_A08192_F04_MAIN;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_MAIN;W08_A32768_F04_MAIN,False,1.0,557.3183842934668,469.11957808,23.455978904,12288,0.96
scalable_n8,8,FlowState,W08_A32768_F04_MAIN;W08_A16384_F04_MAIN;W08_A08192_F04_MAIN;W08_A32768_F01_MAIN;W08_A16384_F01_MAIN;W08_A04096_F04_MAIN;W08_A08192_F01_MAIN;W08_A04096_F01_MAIN,W08_A32768_F04_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_MAIN;W08_A08192_F04_MAIN;W08_A16384_F01_MAIN;W08_A04096_F04_MAIN;W08_A08192_F01_MAIN;W08_A04096_F01_MAIN,False,1.0,0.0,0.0,0.0,0,1.0
scalable_n8,8,Global-LRU,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN;W08_A08192_F04_MAIN;W08_A08192_F01_SHALLOW,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN;W08_A08192_F04_MAIN;W08_A08192_F01_SHALLOW,False,1.0,1072.3737361840904,931.629319984,46.5814659992,24576,0.92
scalable_n8,8,Equal-Share,W08_A04096_F01_MAIN;W08_A04096_F04_MAIN;W08_A08192_F01_MAIN;W08_A08192_F04_MAIN;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_MAIN;W08_A32768_F04_MAIN,W08_A04096_F01_MAIN;W08_A04096_F04_MAIN;W08_A08192_F01_MAIN;W08_A08192_F04_MAIN;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_MAIN;W08_A32768_F04_MAIN,False,1.0,0.0,0.0,0.0,0,1.0
scalable_n8,8,Recovery-Only,W08_A32768_F01_MAIN;W08_A32768_F04_MAIN;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A16384_F01_SHALLOW;W08_A08192_F01_MAIN;W08_A08192_F04_MAIN,W08_A32768_F01_MAIN;W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A08192_F01_MAIN;W08_A08192_F04_MAIN,False,1.0,893.6447801534086,771.74477808,38.587238903999996,20480,0.9333333333333333
scalable_n8,8,Workflow-Only,W08_A04096_F04_MAIN;W08_A08192_F04_MAIN;W08_A16384_F04_MAIN;W08_A32768_F04_MAIN;W08_A04096_F01_MAIN;W08_A08192_F01_MAIN;W08_A16384_F01_MAIN;W08_A32768_F01_MAIN,W08_A04096_F04_MAIN;W08_A08192_F04_MAIN;W08_A16384_F04_MAIN;W08_A32768_F04_MAIN;W08_A04096_F01_MAIN;W08_A08192_F01_MAIN;W08_A16384_F01_MAIN;W08_A32768_F01_MAIN,False,1.0,0.0,0.0,0.0,0,1.0
scalable_n8,8,KVFlow-style,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN;W08_A08192_F04_MAIN;W08_A08192_F01_SHALLOW,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN;W08_A08192_F04_MAIN;W08_A08192_F01_SHALLOW,False,1.0,1072.3737361840904,931.629319984,46.5814659992,24576,0.92
scalable_n8,8,Marconi-style,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN;W08_A08192_F04_MAIN;W08_A08192_F01_SHALLOW,W08_A32768_F04_MAIN;W08_A32768_F01_SHALLOW;W08_A32768_F01_MAIN;W08_A16384_F04_MAIN;W08_A16384_F01_SHALLOW;W08_A16384_F01_MAIN;W08_A08192_F04_MAIN;W08_A08192_F01_SHALLOW,False,1.0,1072.3737361840904,931.629319984,46.5814659992,24576,0.92
scalable_n8,8,Oracle,W08_A04096_F01_MAIN;W08_A04096_F04_MAIN;W08_A08192_F01_MAIN;W08_A08192_F04_MAIN;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_MAIN;W08_A32768_F04_MAIN,W08_A04096_F01_MAIN;W08_A04096_F04_MAIN;W08_A08192_F01_MAIN;W08_A08192_F04_MAIN;W08_A16384_F01_MAIN;W08_A16384_F04_MAIN;W08_A32768_F01_MAIN;W08_A32768_F04_MAIN,False,1.0,0.0,0.0,0.0,0,1.0
scalable_n16,4,FlowState,W16_A32768_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F04_MAIN;W16_A16384_F04_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F02_MAIN,True,0.6,15175.77315797098,13018.445859615995,216.97409766026658,331776,0.64
scalable_n16,4,Global-LRU,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW,False,1.0,20719.63666146621,17586.676489503992,293.1112748250665,446464,0.5155555555555555
scalable_n16,4,Equal-Share,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN,False,1.0,39758.828391786665,35601.45407615999,593.3575679359999,860160,0.06666666666666667
scalable_n16,4,Recovery-Only,W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,False,1.0,19947.145355399698,16844.275019039993,280.73791698399987,430080,0.5333333333333333
scalable_n16,4,Workflow-Only,W16_A04096_F08_MAIN;W16_A08192_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F08_MAIN,W16_A04096_F08_MAIN;W16_A08192_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F08_MAIN,False,1.0,19805.222608381882,17694.45459152,294.90757652533335,430080,0.5333333333333333
scalable_n16,4,KVFlow-style,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW,False,1.0,20719.63666146621,17586.676489503992,293.1112748250665,446464,0.5155555555555555
scalable_n16,4,Marconi-style,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW,False,1.0,20719.63666146621,17586.676489503992,293.1112748250665,446464,0.5155555555555555
scalable_n16,4,Oracle,W16_A16384_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,W16_A16384_F08_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN,True,0.6,15175.77315797098,13018.445859615995,216.97409766026658,331776,0.64
scalable_n16,8,FlowState,W16_A32768_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F04_MAIN;W16_A16384_F04_MAIN;W16_A08192_F08_MAIN;W16_A32768_F02_MAIN;W16_A16384_F02_MAIN;W16_A08192_F04_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A16384_F08_MAIN;W16_A32768_F02_MAIN;W16_A16384_F04_MAIN;W16_A08192_F08_MAIN;W16_A32768_F01_MAIN;W16_A16384_F02_MAIN,True,0.7777777777777778,6088.70175643824,5172.460781343999,86.20767968906665,135168,0.8533333333333334
scalable_n16,8,Global-LRU,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN,False,1.0,9132.267070468515,7690.625761055996,128.17709601759992,200704,0.7822222222222223
scalable_n16,8,Equal-Share,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN,W16_A04096_F01_MAIN;W16_A04096_F02_MAIN;W16_A04096_F04_MAIN;W16_A04096_F08_MAIN;W16_A08192_F01_MAIN;W16_A08192_F02_MAIN;W16_A08192_F04_MAIN;W16_A08192_F08_MAIN,False,1.0,34079.98696784489,30879.8947392,514.66491232,737280,0.2
scalable_n16,8,Recovery-Only,W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN;W16_A16384_F08_MAIN,W16_A32768_F01_MAIN;W16_A32768_F02_MAIN;W16_A32768_F04_MAIN;W16_A32768_F08_MAIN;W16_A32768_F01_SHALLOW;W16_A16384_F01_MAIN;W16_A16384_F02_MAIN;W16_A16384_F04_MAIN,True,0.7777777777777778,8359.775764402002,12267.450390047994,204.4575065007999,315392,0.6577777777777778
scalable_n16,8,Workflow-Only,W16_A04096_F08_MAIN;W16_A08192_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F08_MAIN;W16_A04096_F04_MAIN;W16_A08192_F04_MAIN;W16_A16384_F04_MAIN;W16_A32768_F04_MAIN,W16_A04096_F08_MAIN;W16_A08192_F08_MAIN;W16_A16384_F08_MAIN;W16_A32768_F08_MAIN;W16_A04096_F04_MAIN;W16_A08192_F04_MAIN;W16_A16384_F04_MAIN;W16_A32768_F04_MAIN,False,1.0,8487.952546449378,7583.337682080001,126.38896136800003,184320,0.8
scalable_n16,8,KVFlow-style,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN,W16_A32768_F08_MAIN;W16_A32768_F04_MAIN;W16_A32768_F02_MAIN;W16_A32768_F01_SHALLOW;W16_A32768_F01_MAIN;W16_A16384_F08_MAIN;W16_A16384_F04_MAIN;W16_A16384_F02_MAIN,False,1.0,9132.267070468515,7690.625761055996,128.17709601759992,200704,0.7822222222222223
